Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes
"22 Metropolitan Oval, Unit 12H",22 Metropolitan Oval,Parkchester,Bronx,"$167,000 ",$201 ,4,2,1,1,1,,829,$819 ,$902 ,$83 ,Condominium/Condo,Detached,Condo/Single Family,Sold,101,11/2/20,1/21/20,"$299,000 ","$235,000 ",7/21/20,"$167,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111100658001"" target=""_blank"">Verified by Public Record</a>",11/2/20,,,10462,,,,,,,
"1700 Metropolitan Ave, Unit 4H",1700 Metropolitan Ave,Parkchester,Bronx,"$160,000 ",$261 ,,,,,,,613,,,,Condo,,Condo,Sold,,,,,,,"$160,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111500118001"" target=""_blank"">Public Record Only</a>",11/2/20,,,10462,,,,,,,
"2621 Palisade Ave, Unit 1F",2621 Palisade Ave,Spuyten Duyvil,Bronx,"$215,000 ",$239 ,4,1,1,1,1,,900,$967 ,$967 ,,Co-Operative,,Co-op,Sold,62,11/2/20,7/24/20,"$275,000 ","$275,000 ",9/24/20,"$215,000 ",Unverified,11/2/20,,,10463,,,"Common Outdoor Space
Private Outdoor Space",1962,Full-Time Doorman,180,
"3245 Perry Ave, Unit 6G",3245 Perry Ave,Norwood,Bronx,"$3,000,468 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$3,000,468 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111200348001"" target=""_blank"">Public Record Only</a>",11/2/20,,,10467,,,,1940,,42,
"60 Knolls Cres, Unit 9A",60 Knolls Cres,Spuyten Duyvil,Bronx,"$126,225 ",,4,1,,1,,,,$715 ,$715 ,,Co-op,,Co-op,Sold,41,10/29/20,9/18/20,"$126,225 ","$126,225 ",,"$126,225 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110200508001"" target=""_blank"">Verified by Public Record</a>",11/2/20,,,10463,,,,1953,,244,
"2575 Palisade Ave, Unit 8J",2575 Palisade Ave,Spuyten Duyvil,Bronx,"$345,000 ",$476 ,3,1,1,1,1,,725,$950 ,$950 ,,Co-op/Co-Operative,,Co-op,Sold,60,11/7/20,6/4/20,"$345,000 ","$345,000 ",8/21/20,"$345,000 ",Unverified,11/2/20,,,10463,,,"Balcony
Common Outdoor Space",1958,"Full-Time Doorman, Concierge",143,
5214 Netherland Ave,5214 Netherland Ave,Riverdale,Bronx,"$950,000 ",,8,3,,2.5,,,,,"$1,117 ","$1,117 ",House/Building,Single Family,Townhouse/Single Family,Sold,71,11/3/20,3/1/20,"$1,200,000 ","$995,000 ",8/13/20,"$950,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110900944001"" target=""_blank"">Verified by Public Record</a>",11/2/20,,,10471,37.92' x 27',"4,066 SF / 50' x 81.33'","Balcony
Private Terrace
Deck
Common Roof Deck
Common Garden
Common Outdoor Space
Back Yard",1955,Doorman,1,
"2530 Independence Ave, Unit 3H",2530 Independence Ave,Spuyten Duyvil,Bronx,"$2,533,938 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$2,533,938 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111200395001"" target=""_blank"">Public Record Only</a>",11/2/20,,,10463,,,,1961,,70,
4157 Baychester Ave,4157 Baychester Ave,Wakefield,Bronx,"$410,000 ",$304 ,,,,,,,"1,350",,,,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$410,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110900660001"" target=""_blank"">Public Record Only</a>",11/2/20,,,10466,18' x 30',"1,602 SF / 18' x 89'",,1960,,1,
4307 Martha Ave,4307 Martha Ave,Woodlawn Heights,Bronx,"$745,000 ",$300 ,10,6,4,3.5,3,1,"2,484",,$687 ,$688 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,28,11/2/20,8/3/20,"$749,000 ","$749,000 ",8/31/20,"$745,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111000225001"" target=""_blank"">Verified by Public Record</a>",11/2/20,,,10470,19' x 44',"5,142 SF / 51.42' x 100'",Back Yard,1920,,1,
825 E 221st St,825 E 221st St,Williamsbridge,Bronx,"$810,000 ",$226 ,,,,,,,"3,583",,,,House/Building,Three Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$810,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111100254001"" target=""_blank"">Public Record Only</a>",11/2/20,,,10467,21' x 61',"2,422 SF / 21.19' x 114.31'",,2009,,3,
"2830 Briggs Ave, Unit 6G",2830 Briggs Ave,Fordham Manor,Bronx,"$3,981,610 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$3,981,610 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111200377001"" target=""_blank"">Public Record Only</a>",11/2/20,,,10458,,,,1955,,58,
110 Pennyfield Ave,110 Pennyfield Ave,Throgs Neck,Bronx,"$835,000 ",$277 ,,6,2,2,2,,"3,012",,$591 ,$592 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,138,11/2/20,2/10/20,"$895,000 ","$849,000 ",9/10/20,"$835,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120901266001"" target=""_blank"">Verified by Public Record</a>",11/2/20,,,10465,28' x 43',"2,951 SF / 49.75' x 59.33'",,1970,,2,
"168-c Edgewater Park, Unit 168C",168-c Edgewater Park,Bronx,Bronx,"$475,000 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$475,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110600916001"" target=""_blank"">Public Record Only</a>",11/2/20,,,,,,,,,,
"5900 Arlington Ave, Unit 2B",Skyview On The Hudson,North Riverdale,Bronx,"$728,500 ",$461 ,7,4,2,2,2,,"1,580","$1,758 ","$1,758 ",,Co-op,,Co-op,Sold,,10/2/20,3/18/19,"$799,000 ","$799,000 ",3/28/20,"$728,500 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111800409001"" target=""_blank"">Verified by Public Record</a>",11/3/20,,,10471,,,"Balcony
Playground
Common Garden
Common Outdoor Space
Private Outdoor Space",1962,"Doorman, Full-Time Doorman, Concierge",437,
"4901 Henry Hudson Pkwy W, Unit LC",Windsor North,Riverdale,Bronx,"$205,000 ",,3,1,1,1,1,,,$723 ,$723 ,,Co-op,,Co-op,Sold,,11/4/20,2/8/19,"$210,000 ","$210,000 ",5/3/19,"$205,000 ",Unverified,11/3/20,,,10471,,,"Private Terrace
Common Garden
Common Outdoor Space
Private Outdoor Space",1961,"Doorman, Full-Time Doorman, Concierge",133,
"3363 Sedgwick Ave, Unit 5P",3363 Sedgwick Ave,Kingsbridge Heights,Bronx,"$249,000 ",$277 ,4,2,1,1,1,,900,$782 ,$782 ,,Co-op/Co-Operative,,Co-op,Sold,16,11/4/20,7/7/20,"$249,000 ","$249,000 ",7/23/20,"$249,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110500067001"" target=""_blank"">Verified by Public Record</a>",11/3/20,,,10463,,,,,,,
"1430 Thieriot Ave, Unit 1K",1430 Thieriot Ave,Stratton Park,Bronx,"$199,000 ",$221 ,,2,,1,1,,900,$915 ,$915 ,,Co-op,,Co-op,Sold,,,,,,,"$199,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020113001159001"" target=""_blank"">Public Record Only</a>",11/3/20,,,10460,,,,1960,,340,
"1565 Odell St, Unit 8H",1565 Odell St,Parkchester,Bronx,"$150,000 ",$245 ,3,1,1,1,1,,613,$649 ,$790 ,$142 ,Condominium/Condo,Attached,Condo,Sold,186,11/3/20,3/15/20,"$175,000 ","$159,900 ",9/17/20,"$150,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020113001354001"" target=""_blank"">Verified by Public Record</a>",11/3/20,,,10462,,,,,,,
1558 Hollywood Ave,1558 Hollywood Ave,Schuylerville,Bronx,"$585,000 ",$463 ,,,,,,,"1,264",,,,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$585,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111300933001"" target=""_blank"">Public Record Only</a>",11/3/20,,,10461,20' x 30',"4,750 SF / 50' x 95'",,1925,,1,
"3565 Dekalb Ave, Unit MULTI",n/a,Norwood,Bronx,"$605,000 ",,,,,,,,,,,,Land,,Land,Sold,,,,,,,"$605,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112600062001"" target=""_blank"">Public Record Only</a>",11/3/20,,,10467,,0.06 AC,,,,0,
2114 Haight Ave,2114 Haight Ave,Pelham Parkway,Bronx,"$840,000 ",$349 ,,,,,,,"2,404",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$840,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111601789001"" target=""_blank"">Public Record Only</a>",11/3/20,,,10461,21' x 45',"2,500 SF / 25' x 100'",,1940,,2,
"5700 Arlington Ave, Unit 6O",Skyview on the Hudson ,North Riverdale,Bronx,"$190,000 ",$292 ,2,Studio,1,1,1,,650,$677 ,$677 ,,Co-op/Residential/Co-Operative,Co-Op/Attached,Co-op/Co-Op/Single Family,Sold,186,11/6/20,2/14/20,"$199,900 ","$199,900 ",8/17/20,"$190,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112000542001"" target=""_blank"">Verified by Public Record</a>",11/4/20,,,10471,252' x 154',,Common Outdoor Space,1961,"Full-Time Doorman, Concierge",437,
"1554 Unionport Rd, Unit 4A",1554 Unionport Rd,Parkchester,Bronx,"$170,000 ",$277 ,,,,,,,613,,,,Condo,,Condo,Sold,,,,,,,"$170,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111900988001"" target=""_blank"">Public Record Only</a>",11/4/20,,,10462,,,,1941,,3378,
"1504 Metropolitan Ave, Unit 4E",1504 Metropolitan Ave,Parkchester,Bronx,"$150,000 ",$236 ,,,,,,,636,,,,Condo,,Condo,Sold,,,,,,,"$150,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112700289001"" target=""_blank"">Public Record Only</a>",11/4/20,,,10462,,,,,,,
1720 Radcliff Ave,1720 Radcliff Ave,Morris Park,Bronx,"$565,000 ",$330 ,6,3,3,2.5,2,1,"1,714",,$260 ,$261 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,4,11/4/20,7/31/20,"$550,000 ","$550,000 ",8/27/20,"$565,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110900377001"" target=""_blank"">Verified by Public Record</a>",11/4/20,,,10462,18.33' x 33',"1,942 SF / 19.42' x 100'","Porch
Private Outdoor Space",1965,,1,
1731 Zerega Ave,1731 Zerega Ave,Westchester Village,Bronx,"$350,000 ",$154 ,,,,,,,"2,272",,$225 ,$226 ,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$350,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111100382002"" target=""_blank"">Public Record Only</a>",11/4/20,,,10462,20' x 50',"2,603 SF / 25' x 104.13'",,1910,,3,
"720 E 217th St, Unit 2A",720 E 217th St,Williamsbridge,Bronx,"$170,000 ",$264 ,,,,,,,645,,,,Condo,,Condo,Sold,,,,,,,"$170,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111000506001"" target=""_blank"">Public Record Only</a>",11/4/20,,,10467,,,,2006,,24,
2117 Homer Ave,2117 Homer Ave,Castle Hill,Bronx,"$550,000 ",$324 ,,3,3,2.5,2,1,"1,696",,$420 ,$420 ,House/Building/Multi Family/Single Family,All Multi Family/Two Family,Townhouse/Multi Family/Single Family,Sold,6,1/25/21,7/24/20,"$600,000 ","$600,000 ",,"$550,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112100052001"" target=""_blank"">Verified by Public Record</a>",11/4/20,,,10473,18' x 32',"2,070 SF / 23' x 90'","Deck
Private Outdoor Space",1960,,2,
268 Fieldston Ter,268 Fieldston Ter,Fieldston,Bronx,"$707,683 ",$300 ,7,2,3,3,3,,"2,360",,$711 ,$712 ,Townhouse/House/Building,Single Family,Townhouse/Single Family,Sold,314,11/5/20,9/25/19,"$749,000 ","$714,900 ",10/1/20,"$707,683 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111800803002"" target=""_blank"">Verified by Public Record</a>",11/4/20,,,10471,18.67' x 37',"1,532 SF / 18.73' x 81.81'","Common Roof Deck
Common Outdoor Space",2008,,1,
"2913 La Salle Ave, Unit GARAGE",2913 La Salle Ave,Schuylerville,Bronx,"$165,000 ",,,,,,,,,,,,Other,,Other,Sold,,,,,,,"$165,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112401117001"" target=""_blank"">Public Record Only</a>",11/4/20,,,10461,,"2,500 SF / 25' x 100'",,1960,,0,
2028 Tomlinson Ave,2028 Tomlinson Ave,Pelham Parkway,Bronx,"$580,000 ",,10,4,,2,,,,,"$6,997 ","$6,997 ",House/Building,Single Family,Townhouse/Single Family,Sold,127,11/7/20,6/29/20,"$725,000 ","$650,000 ",,"$580,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112700377003"" target=""_blank"">Verified by Public Record</a>",11/4/20,,,10461,18' x 30',"5,000 SF / 50' x 100'",Common Garden,1940,,1,
1718 Taylor Ave,1718 Taylor Ave,Van Nest,Bronx,"$608,000 ",$271 ,,6,2,2,2,,"2,240",,$391 ,$392 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached,Townhouse/Multi Family,Sold,191,11/5/20,12/22/19,"$679,000 ","$659,000 ",6/30/20,"$608,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111300278001"" target=""_blank"">Verified by Public Record</a>",11/4/20,,,10460,21' x 52',"2,375 SF / 25' x 95'",Balcony,1901,,2,
"3585 Greystone Ave, Unit E3C",3585 Greystone Ave,Fieldston,Bronx,"$640,000 ",$571 ,4,2,2,2,2,,"1,120","$1,010 ","$1,075 ",$65 ,Condo,,Condo,Sold,85,11/10/20,3/12/20,"$689,000 ","$640,000 ",9/23/20,"$640,000 ",Unverified,11/4/20,,,10463,,,"Private Terrace
Common Roof Deck
Barbecue Area
Common Outdoor Space
Private Outdoor Space",2005,Doorman,105,
"3585 Greystone Ave, Unit 3C",3585 Greystone Ave,Fieldston,Bronx,"$605,000 ",$557 ,,,,,,,"1,087",,,,Condo,,Condo,Sold,,,,,,,"$605,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111400011001"" target=""_blank"">Public Record Only</a>",11/4/20,,,10463,,,Common Outdoor Space,2005,,105,
747 Kelly St,747 Kelly St,Longwood,Bronx,"$999,999 ",$321 ,,6,,4,,,"3,120",,$950 ,$950 ,House/Building,Three Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$999,999 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112001217001"" target=""_blank"">Public Record Only</a>",11/4/20,,,10455,20' x 50',"2,500 SF / 25' x 100'",,1901,,3,
688 E 223rd St,688 E 223rd St,Wakefield,Bronx,"$350,000 ",$153 ,,,,,,,"2,286",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$350,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020121500306001"" target=""_blank"">Public Record Only</a>",11/4/20,,,10466,14' x 60',"1,466 SF / 16.67' x 88'",,1901,,2,
"31 Chaffee Ave, Unit 31",31 Chaffee Ave,Silver Beach,Bronx,"$378,600 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$378,600 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111801004001"" target=""_blank"">Public Record Only</a>",11/4/20,,,10465,,,,,,,
2055 Powell Ave,2055 Powell Ave,Unionport,Bronx,"$775,000 ",$231 ,,,,,,,"3,360",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$775,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111200971001"" target=""_blank"">Public Record Only</a>",11/4/20,,,10472,21' x 64',"2,250 SF / 25' x 90'",,1930,,2,
2862 Philip Ave,2862 Philip Ave,Throgs Neck,Bronx,"$450,000 ",$524 ,4,3,2,1.5,1,1,858,,$364 ,$364 ,Townhouse/House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,278,11/4/20,10/9/19,"$479,000 ","$470,000 ",7/13/20,"$450,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111001033001"" target=""_blank"">Verified by Public Record</a>",11/4/20,,,10465,22' x 39',"1,991 SF / 22' x 90.5'","Porch
Private Outdoor Space",1950,,1,
"1109 Forest Ave, Unit 2S",1109 Forest Ave,Morrisania,Bronx,"$300,000 ",$296 ,4,2,1,1,1,,"1,015",$300 ,$577 ,$277 ,Condominium/Condo,Attached,Condo,Sold,148,11/5/20,3/9/20,"$279,000 ","$299,000 ",8/15/20,"$300,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111000438001"" target=""_blank"">Verified by Public Record</a>",11/5/20,,,10456,,,Playground,1903,,8,
"6485 Broadway, Unit 7B",6485 Broadway,North Riverdale,Bronx,"$85,000 ",$155 ,3,Studio,1,1,1,,550,$558 ,$558 ,,Co-op/Co-Operative,Attached,Co-op,Sold,59,11/5/20,12/28/19,"$85,000 ","$85,000 ",5/5/20,"$85,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111000014001"" target=""_blank"">Verified by Public Record</a>",11/5/20,,,10471,,,,1961,,129,
"4295 Webster Ave, Unit 6L",4295 Webster Ave,Woodlawn Heights,Bronx,"$178,000 ",$237 ,4,1,1,1,1,,750,$655 ,$655 ,,Co-op/Co-Operative,,Co-op,Sold,56,11/5/20,6/24/20,"$195,000 ","$184,900 ",8/19/20,"$178,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112500275001"" target=""_blank"">Verified by Public Record</a>",11/5/20,,,10470,,,,1957,,80,
1384 Teller Ave,1384 Teller Ave,Concourse,Bronx,"$1,300,000 ",$283 ,,,,,,,"4,595",,,,House/Building,Three Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$1,300,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111600220002"" target=""_blank"">Public Record Only</a>",11/5/20,,,10456,25' x 40',"1,960 SF / 25' x 78.42'",,1901,,3,
1412 Hobart Ave,1412 Hobart Ave,Schuylerville,Bronx,"$585,000 ",,6,3,3,2.5,2,1,,,$429 ,$430 ,Townhouse/House/Building,Single Family,Townhouse/Single Family,Sold,24,11/9/20,6/26/20,"$599,000 ","$599,000 ",7/20/20,"$585,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111600485001"" target=""_blank"">Verified by Public Record</a>",11/5/20,,,10461,16' x 36',"1,942 SF / 19.42' x 100'",Private Yard,1935,,2,
4149 Bruner Ave,4149 Bruner Ave,Wakefield,Bronx,"$210,000 ",$123 ,,,,,,,"1,714",,,,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$210,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111100434001"" target=""_blank"">Public Record Only</a>",11/5/20,,,10466,18' x 33',"1,800 SF / 18' x 100'",,1960,,2,
3605 Greystone Ave,3605 Greystone Ave,Fieldston,Bronx,"$1,250,000 ",$439 ,16,7,,4.5,,,"2,850",,$896 ,$897 ,House/Building,All Multi Family/Three Family/Undefined Multi Family,Townhouse/Multi Family,Sold,58,11/10/20,5/6/20,"$1,400,000 ","$1,400,000 ",8/19/20,"$1,250,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112900082001"" target=""_blank"">Verified by Public Record</a>",11/5/20,,,10463,25' x 54',"2,477 SF / 25.04' x 98.93'",Common Garden,1987,,3,
1957 Gildersleeve Ave,1957 Gildersleeve Ave,Harding Park,Bronx,"$355,000 ",$307 ,,3,,2.5,2,1,"1,156",,$289 ,$289 ,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$355,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112900072001"" target=""_blank"">Public Record Only</a>",11/5/20,,,10473,17' x 34',"2,200 SF / 22' x 100'",,1960,,1,
1595 Pelham Pkwy N,1595 Pelham Pkwy N,Pelham Gardens,Bronx,"$980,000 ",$291 ,,6,,5.5,5,1,"3,364",,$781 ,$782 ,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$980,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111100115001"" target=""_blank"">Public Record Only</a>",11/5/20,,,10469,22.5' x 52',"4,339 SF / 37.17' x 116.75'",,1950,,2,
Heath Ave,n/a,Bronx,Bronx,"$255,000 ",,,,,,,,,,,,Land,,Land,Sold,,,,,,,"$255,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111300398001"" target=""_blank"">Public Record Only</a>",11/5/20,,,,,,,,,,
"3531 Bronxwood Ave, Unit 1G",3531 Bronxwood Ave,Williamsbridge,Bronx,"$140,000 ",$140 ,4,2,1,1,1,,"1,000",$850 ,$850 ,,Co-op/Co-Operative,Attached,Co-op,Sold,173,11/8/20,1/16/20,"$125,000 ","$135,000 ",7/7/20,"$140,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112401086001"" target=""_blank"">Verified by Public Record</a>",11/6/20,,,10467,,,,,,,
"715 Fox St, Unit 4E",715 Fox St,Longwood,Bronx,"$235,000 ",$257 ,4,2,2,2,2,,914,$506 ,$506 ,,Co-op/Co-Operative,Attached,Co-op,Sold,65,11/8/20,1/29/19,"$250,000 ","$250,000 ",4/24/20,"$235,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110900163001"" target=""_blank"">Verified by Public Record</a>",11/6/20,,,10455,,,"Balcony
Private Outdoor Space",2008,,50,
"1507 Metropolitan Ave, Unit 12D",1507 Metropolitan Ave,Parkchester,Bronx,"$273,000 ",$317 ,5,2,1,1,1,,862,"$1,003 ","$1,073 ",$70 ,Condominium/Condo,,Condo,Sold,20,11/6/20,7/21/20,"$290,000 ","$290,000 ",8/10/20,"$273,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120200448001"" target=""_blank"">Verified by Public Record</a>",11/6/20,,,10462,,,,,,,
2028 Colonial Ave,2028 Colonial Ave,Pelham Bay,Bronx,"$570,000 ",$495 ,6,3,3,2.5,2,1,"1,152",,$413 ,$413 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,22,11/19/20,8/17/20,"$565,000 ","$565,000 ",9/8/20,"$570,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110900676002"" target=""_blank"">Verified by Public Record</a>",11/6/20,,,10461,16' x 36',"1,975 SF / 19.75' x 100'",Private Outdoor Space,1965,,1,
"1966 Newbold Ave, Unit 403",1966 Newbold Ave,Unionport,Bronx,"$192,000 ",$208 ,5,2,1,1,1,,925,$999 ,$999 ,,Co-op/Co-Operative,,Co-op,Sold,30,11/6/20,6/30/20,"$200,000 ","$200,000 ",7/27/20,"$192,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112400995001"" target=""_blank"">Verified by Public Record</a>",11/6/20,,,10472,,,"Balcony
Private Outdoor Space",1967,,139,
1453 Gillespie Ave,1453 Gillespie Ave,Schuylerville,Bronx,"$610,000 ",$310 ,,2,,,,,"1,966",,$436 ,$437 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached,Townhouse/Multi Family,Sold,80,11/6/20,5/8/20,"$649,999 ","$639,999 ",7/27/20,"$610,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120200562001"" target=""_blank"">Verified by Public Record</a>",11/6/20,,,10461,20' x 38',"2,500 SF / 25' x 100'",,1920,,2,
611 Morris Park Ave,611 Morris Park Ave,Van Nest,Bronx,"$1,500,000 ",$200 ,,,,,,,"7,500",,,,Mixed Use,Single Family/Two Family/Three Family/All Multi Family,Mixed Use/Multi Family/Townhouse,Sold,,,,,,,"$1,500,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112301307001"" target=""_blank"">Public Record Only</a>",11/6/20,,,10460,75' x 88',"6,793 SF / 75' x 90.58'",,1927,,8,
