Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes,
7346 Amboy Rd,7346 Amboy Rd,Tottenville,Staten Island,"$2,750,000",$241,,,,,,,"11,400",,"$4,271","$4,271",MultiFamily,Other,Multi Family,Sold,49,11/02/2020,01/10/2020,"$3,000,000","$3,000,000",02/28/2020,"$2,750,000",Unverified,10/30/2020,,,10307,,,"Private Yard
Common Outdoor Space",1995,,13,,
253 Gordon St,253 Gordon St,Stapleton,Staten Island,"$363,800",$367,7,4,2,1.75,2,,992,,$217,$217,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,293,12/29/2020,06/23/2020,,"$475,000",,"$363,800","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120400585001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10304,16' x 36',"3,000 SF / 25' x 120'","Private Outdoor Space
Back Yard",1910,,1,,
1 St Edward Ln,1 St Edward Ln,Prince's Bay,Staten Island,"$999,999",$333,8,4,4,3.25,3,1,"3,000",$41,$989,$948,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,307,11/02/2020,09/19/2019,"$1,265,000","$1,059,000",07/22/2020,"$999,999","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120700904001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10309,25' x 42',"16,093 SF / 121' x 133'","Deck
Private Outdoor Space",2010,,1,,
27 Cranford Ct,27 Cranford Ct,Oakwood Heights,Staten Island,"$430,000",$320,5,2,2,1.75,2,,"1,344",$68,$353,$286,Residential/House/Building,All Multi Family/Two Family/Single Family - Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,18,11/02/2020,07/23/2020,"$429,900","$429,900",08/10/2020,"$430,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120700081001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10306,14' x 32',700 SF / 14' x 50',"Private Outdoor Space
Back Yard",1993,,1,,
758 Correll Ave,758 Correll Ave,Rossville,Staten Island,"$658,000",$387,7,3,3,2.5,2,1,"1,700",$15,$563,$548,Residential/House/Building,Single Family - Semi-Attached/Single Family,Townhouse/Single Family,Sold,174,11/02/2020,02/13/2020,"$699,900","$685,999",08/05/2020,"$658,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120800436001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10309,20' x 55',"2,625 SF / 25' x 105'",,1996,,1,,
19 Acacia Ave,19 Acacia Ave,Great Kills,Staten Island,"$600,000",$577,6,3,2,1.5,1,1,"1,040",,$468,$468,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,23,11/02/2020,08/17/2020,"$599,900","$599,900",09/09/2020,"$600,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120700585001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10308,26' x 42',"3,800 SF / 40' x 95'",Common Outdoor Space,1965,,1,,
29 Endor Ave,29 Endor Ave,Emerson Hill,Staten Island,"$955,000",$336,16,5,,3.5,,,"2,842",,"$9,756","$9,756",House/Building,All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,27,07/27/2020,06/22/2020,"$969,999","$969,999",,"$955,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120800996001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10301,30' x 51',"5,000 SF / 50' x 100'",Deck,1975,,2,,
932 Richmond Rd,932 Richmond Rd,Concord,Staten Island,"$700,556",$435,8,3,4,3,3,1,"1,612",,$375,$375,Residential/House/Building,All Multi Family/Two Family/Single Family - Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,63,11/02/2020,10/15/2019,"$729,900","$729,900",12/17/2019,"$700,556","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020122100310001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10304,,,"Deck
Private Outdoor Space",2019,,,,
29 Endor Ave,29 Endor Ave,Emerson Hill,Staten Island,"$955,000",$336,12,5,4,3.5,3,1,"2,842",,$754,$754,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family/Multi-Family/Single Family,Townhouse/Multi Family/Single Family,Sold,16,10/31/2020,07/27/2020,"$968,000","$968,000",08/12/2020,"$955,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120800996001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10301,30' x 51',"5,000 SF / 50' x 100'","Deck
Private Outdoor Space",1975,,2,,
84 Greencroft Ave,84 Greencroft Ave,Bay Terrace,Staten Island,"$628,000",$372,6,3,4,3.25,3,1,"1,690",,$557,$558,Residential/House/Building,All Multi Family/Two Family - Semi-Attached/Two Family,Townhouse/Multi Family,Sold,54,10/30/2020,06/12/2020,"$649,900","$649,900",08/05/2020,"$628,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020122300524001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10308,15' x 42',"2,850 SF / 30' x 95'","Playground
Common Outdoor Space",2004,,2,,
433 Purdy Ave,433 Purdy Ave,South New York,Staten Island,"$705,000",$373,9,4,2,2,2,,"1,888",,$494,$495,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,72,11/02/2020,05/26/2020,"$750,000","$750,000",08/06/2020,"$705,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120800286001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10314,30' x 29',"4,200 SF / 40' x 105'",Private Outdoor Space,1905,,2,,
433 Purdy Ave,433 Purdy Ave,South New York,Staten Island,"$705,000",$373,9,4,2,2,2,,"1,888",,$494,$495,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,72,11/02/2020,05/26/2020,"$750,000","$750,000",08/06/2020,"$705,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120800286001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10314,30' x 29',"4,200 SF / 40' x 105'",Private Outdoor Space,1905,,2,,
27 Dovetree Ln,27 Dovetree Ln,New Springville,Staten Island,"$735,000",$360,6,3,,1.5,,,"2,042",,$597,$597,House/Building,All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,53,10/31/2020,06/15/2020,"$745,000","$745,000",08/14/2020,"$745,000",,10/30/2020,,,10314,17.33' x 47',"3,625 SF / 29.84' x 121.5'",,2013,,1,,
53 Sheraden Ave,53 Sheraden Ave,South New York,Staten Island,"$620,000",$498,6,3,2,1.5,1,1,"1,244",,$385,$385,Residential/House/Building,Single Family - Semi-Attached/Single Family,Townhouse/Single Family,Sold,17,11/03/2020,06/26/2020,"$624,999","$624,999",07/13/2020,"$620,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120400414001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10314,17' x 43',"1,339 SF / 25.75' x 52'","Deck
Private Outdoor Space",1980,,1,,
"120 Wellington Ct, Unit 1E",120 Wellington Ct,Heartland Village,Staten Island,"$390,000",$343,4,2,2,2,2,,"1,138",$419,$766,$347,Residential/Condo,Apartment,Condo,Sold,70,10/30/2020,05/28/2020,"$419,900","$419,900",08/06/2020,"$390,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120700246001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10314,,,"Playground
Common Outdoor Space
Private Outdoor Space",,,,,
516 W Caswell Ave,n/a,Graniteville,Staten Island,"$425,000",$345,5,2,2,1.5,1,1,"1,232",,$373,$374,Residential,Single Family - Detached,Single Family,Sold,212,10/31/2020,12/30/2019,"$499,000","$449,900",07/29/2020,"$425,000",Unverified,10/30/2020,,,10314,22' x 28',"3,372 SF / 30' x 112.42'",Private Outdoor Space,1930,,1,,
"85 Freedom Ave, Unit J",85 Freedom Ave,Bulls Head,Staten Island,"$425,000",$399,5,2,2,1.5,1,1,"1,064",$75,$396,$321,Residential,Single Family - Attached,Single Family/Townhouse,Sold,70,10/30/2020,05/18/2020,"$459,000","$459,000",07/27/2020,"$425,000",Unverified,10/30/2020,,,10314,18' x 38',"1,332 SF / 18' x 74'",,1983,,1,,
77 Slater Blvd,77 Slater Blvd,Dongan Hills,Staten Island,"$740,000",$354,7,3,3,2.5,3,,"2,092",,$605,$606,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family,Townhouse/Multi Family,Sold,49,10/30/2020,07/02/2020,"$799,900","$799,900",08/20/2020,"$740,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021020800250001"" target=""_blank"">Verified by Public Record</a>",10/30/2020,,,10305,25' x 49',"5,936 SF / 53' x 112'",Fence,1970,,2,,
119 Cortlandt St,119 Cortlandt St,Port Richmond,Staten Island,"$365,000",$413,6,3,2,1.5,1,1,884,,$276,$276,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,311,10/30/2020,01/27/2020,,"$394,900",08/28/2020,"$365,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120800944001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10302,17' x 26',"2,850 SF / 25' x 114'",,1931,,1,,
56 Veltman Ave,56 Veltman Ave,Westerleigh,Staten Island,"$445,000",$456,6,2,2,1.75,2,,976,,$401,$401,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,35,10/29/2020,07/14/2020,"$500,000","$500,000",08/18/2020,"$445,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021020500132001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10302,16' x 35',"2,650 SF / 25' x 106'",Private Outdoor Space,1920,,1,,
34 Ashton Dr,34 Ashton Dr,Huguenot,Staten Island,"$515,000",$307,6,3,2,1.5,1,1,"1,680",$16,$462,$446,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,58,10/30/2020,06/24/2020,"$550,000","$550,000",08/21/2020,"$515,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120900519001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10312,20' x 42',"1,980 SF / 22' x 90'","Porch
Private Outdoor Space",1975,,1,,
294 Nicholas Ave,294 Nicholas Ave,Port Richmond,Staten Island,"$520,000",$289,4,4,2,2,2,,"1,800",,$366,$366,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,33,11/23/2020,07/15/2020,"$499,000","$499,000",08/17/2020,"$520,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020121800361001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10302,25' x 36',"5,120 SF / 32' x 160'",Private Outdoor Space,1970,,1,,
99 Aspinwall St,99 Aspinwall St,Tottenville,Staten Island,"$915,000",$360,8,4,4,3,3,1,"2,540",,$793,$794,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,58,10/29/2020,06/30/2020,"$925,000","$925,000",08/27/2020,"$915,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020122800589001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10307,34' x 33',"6,837 SF / 69.83' x 97.92'",Deck,1985,,1,,
92 Steele Ave,n/a,New Dorp,Staten Island,"$760,000",$345,9,4,2,1.5,1,1,"2,200",,$505,$506,Residential,Single Family - Detached,Single Family,Sold,180,11/13/2020,02/28/2020,"$825,000","$825,000",08/26/2020,"$760,000",Unverified,10/29/2020,,,10306,23' x 27',"6,666 SF / 66' x 101'","Deck
Private Outdoor Space",1899,,1,,
62 Eva Ave,62 Eva Ave,Oakwood Beach,Staten Island,"$795,000",$408,7,4,3,2.5,3,,"1,950",,$534,$534,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,5,10/30/2020,10/09/2020,"$839,000","$839,000",10/14/2020,"$795,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120400404001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10306,25' x 42',"4,224 SF / 48' x 88'",,1960,,1,,
470 Sinclair Ave,470 Sinclair Ave,Huguenot,Staten Island,"$855,000",$305,7,4,2,2,2,,"2,800",,$712,$713,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,257,10/29/2020,02/24/2020,,"$875,000",09/03/2020,"$855,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120201032001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10312,36' x 40',"4,800 SF / 48' x 100'","Private Outdoor Space
Back Yard",1985,,2,,
62 Eva Ave,62 Eva Ave,Oakwood Beach,Staten Island,"$795,000",$408,7,4,3,2.5,3,,"1,950",,$534,$534,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,,10/13/2020,08/28/2020,"$839,000","$839,000",,"$795,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120400404001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10306,25' x 42',"4,224 SF / 48' x 88'",,1960,,1,,
900 Rossville Ave,900 Rossville Ave,Rossville,Staten Island,"$470,000",$364,6,3,2,1.5,1,1,"1,292",$220,$618,$399,Residential/House/Building,All Multi Family/Two Family/Single Family - Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,32,10/29/2020,06/30/2020,"$478,000","$478,000",08/01/2020,"$470,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021010500399001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10309,19' x 34',"2,460 SF / 30' x 82'","Deck
Fence",1987,,1,,
62 Eva Ave,62 Eva Ave,Oakwood Beach,Staten Island,"$795,000",$379,,4,3,2.5,1,,"2,100",,$534,$534,Residential/House/Building,Single Family,Townhouse/Single Family,Sold,,09/04/2020,08/28/2020,"$839,000","$839,000",08/28/2020,"$795,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120400404001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10306,25' x 42',"4,224 SF / 48' x 88'",Private Outdoor Space,1960,,1,,
2 Downey Pl,2 Downey Pl,Mariners Harbor,Staten Island,"$200,000",$168,6,3,2,1.5,1,1,"1,190",,$280,$281,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,362,10/30/2020,06/03/2020,,"$250,002",10/26/2020,"$200,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120700365001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10303,17' x 35',"2,912 SF / 30' x 97.08'",,1965,,1,,
540 Oakland Ave,540 Oakland Ave,West Brighton,Staten Island,"$582,500",$202,7,3,2,2,2,,"2,880",,$528,$528,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,73,11/06/2020,06/15/2020,"$659,000","$659,000",08/27/2020,"$582,500","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020121000658001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10310,24' x 48',"4,000 SF / 40' x 100'","Deck
Private Outdoor Space",1940,,1,,
21 Tanglewood Dr,21 Tanglewood Dr,Great Kills,Staten Island,"$695,000",$273,6,3,4,3,3,1,"2,550",,,,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,266,11/13/2020,10/04/2019,"$729,000","$709,000",06/26/2020,"$695,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120700182001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10308,0' x 0',,,,,1,,
58 Titus Ave,58 Titus Ave,New Dorp Beach,Staten Island,"$510,000",$490,5,3,1,1,1,,"1,040",,$404,$405,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,65,10/29/2020,06/18/2020,"$549,000","$549,000",08/22/2020,"$510,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020121700376001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10306,24' x 37',"4,141 SF / 41' x 101'",Private Outdoor Space,1960,,1,,
493 Riga St,493 Riga St,Oakwood Beach,Staten Island,"$840,056",$263,9,4,4,3,3,1,"3,200",,$625,$625,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,262,11/02/2020,12/04/2019,"$829,900","$839,000",08/22/2020,"$840,056","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120200282001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10306,,,"Balcony
Deck
Private Outdoor Space",2019,,,,
25 Acorn Ct,25 Acorn Ct,Rossville,Staten Island,"$469,000",$363,6,3,3,2.25,2,1,"1,292",$222,$588,$366,Residential/House/Building,All Multi Family/Two Family/Single Family - Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,66,12/02/2020,06/22/2020,"$479,000","$479,000",08/27/2020,"$469,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120800965001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10309,19' x 34',"1,500 SF / 20' x 75'","Deck
Playground
Private Outdoor Space",1986,,1,,
31 Alderwood Pl,31 Alderwood Pl,Dongan Hills Colony,Staten Island,"$685,000",$439,,3,,1.75,2,,"1,560",,$570,$570,House/Building,Single Family/Two Family/All Multi Family,Single Family/Multi Family/Townhouse,Sold,,,,,,,"$685,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021011400516001"" target=""_blank"">Public Record Only</a>",10/29/2020,,,10304,27' x 46',"7,070 SF / 70' x 101'",,1960,,1,,
"33 Francine Ct, Unit 97A",33 Francine Ct,New Dorp,Staten Island,"$355,000",$281,,,,,,,"1,265",,,,Condo,,Condo,Sold,,,,,,,"$355,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120300973001"" target=""_blank"">Public Record Only</a>",10/29/2020,,,10306,,,,1988,,,,
"33 Francine Ct, Unit A",33 Francine Ct,New Dorp,Staten Island,"$355,000",$281,5,2,2,1.75,2,,"1,265",,$182,$183,Residential,Apartment,Condo,Sold,31,10/30/2020,06/26/2020,"$369,000","$369,000",07/27/2020,"$355,000",Unverified,10/29/2020,,,10306,,,Private Outdoor Space,1988,,,,
28 Tom Ct,28 Tom Ct,West Brighton,Staten Island,"$375,000",$343,6,2,2,1.5,1,1,"1,092",$100,$369,$269,Residential/House/Building,All Multi Family/Two Family/Single Family - Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,65,10/30/2020,06/22/2020,"$415,888","$415,888",08/26/2020,"$375,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120300240001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10310,13' x 42',897 SF / 13' x 69',Private Outdoor Space,1988,,1,,
217 Taylor St,217 Taylor St,West Brighton,Staten Island,"$317,165",$189,6,4,1,1,1,,"1,680",,$191,$191,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,92,10/30/2020,02/04/2020,"$322,500","$322,500",05/06/2020,"$317,165","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120100715001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10310,15' x 43',"2,250 SF / 18' x 125'",Deck,1925,,1,,
"520 Lisk Ave, Unit A",520 Lisk Ave,Graniteville,Staten Island,"$375,000",$320,6,3,2,1.5,1,1,"1,172",$330,$543,$214,Residential,Single Family - Attached,Townhouse/Condo,Sold,31,11/02/2020,07/06/2020,"$399,900","$399,900",08/06/2020,"$375,000",Unverified,10/29/2020,,,10303,,,,1987,,,,
65 Perona Ln,65 Perona Ln,Great Kills,Staten Island,"$625,000",$289,7,3,3,2.5,2,1,"2,160",$70,$555,$486,Residential,Single Family - Attached,Single Family/Townhouse,Sold,24,11/03/2020,06/20/2020,"$629,900","$629,900",10/08/2020,"$625,000",Unverified,10/29/2020,,,10308,24' x 45',"2,568 SF / 24' x 107'",,2006,,1,,
42 Sweetwater Ave,42 Sweetwater Ave,Great Kills,Staten Island,"$953,000",$348,10,4,5,4.5,4,1,"2,742",$70,$957,$887,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,20,10/29/2020,07/14/2020,"$959,900","$959,900",08/03/2020,"$953,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120800530001"" target=""_blank"">Verified by Public Record</a>",10/29/2020,,,10308,25' x 40',"3,680 SF / 40' x 92'",Private Outdoor Space,2012,,1,,
