Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes,,
"30 5th Ave, Unit 16G",30 5th Ave,Greenwich Village,Manhattan,"$1,550,000",,3,1,1,1,1,,,"$2,185","$2,185",,Co-op,,Co-op,Sold,34,11/04/2019,10/01/2019,"$1,600,000","$1,600,000",11/04/2019,"$1,550,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011400427001"" target=""_blank"">Verified by Public Record</a>",01/13/2020,,,10011,,,"Roof Deck
Common Roof Deck",1923,Full-Time Doorman,144,,,
"333 E 79th St, Unit 20Y",333 E 79th St,Upper East Side,Manhattan,"$1,202,000",,5,2,2,2,2,,,"$2,862","$2,862",,Co-op,,Co-op,Sold,30,02/06/2020,09/25/2019,"$1,200,000","$1,200,000",10/25/2019,"$1,202,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021900048001"" target=""_blank"">Verified by Public Record</a>",02/06/2020,,,10075,,,"Balcony
Common Garden
Common Outdoor Space
Back Yard",1961,Full-Time Doorman,440,,,
"130 Watts St, Unit 1N",The Soca Building,TriBeCa,Manhattan,"$2,675,000","$1,338",6,3,2,2,2,,"2,000","$1,289","$3,082","$1,793",Condo,,Condo,Sold,2,12/06/2019,12/04/2019,"$2,695,000","$2,695,000",12/06/2019,"$2,675,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011700581003"" target=""_blank"">Verified by Public Record</a>",01/14/2020,,,10013,,,,1920,,12,,,
"15 W 81st St, Unit 5B",15 W 81st St,Upper West Side,Manhattan,"$4,900,000",,7,3,4,3.5,3,1,,"$5,864","$5,864",,Co-op,,Co-op,Sold,7,07/23/2019,07/15/2019,"$4,995,000","$4,995,000",07/23/2019,"$4,900,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011400831001"" target=""_blank"">Verified by Public Record</a>",01/14/2020,,,10024,,,,1930,"Doorman, Full-Time Doorman, Concierge",128,,,
"41 N Moore St, Unit 5",41 N Moore St,TriBeCa,Manhattan,"$1,830,000",,3,1,1,1,1,,,$650,"$1,330",$680,Condo,,Condo,Sold,162,01/31/2020,03/25/2019,"$2,225,000","$1,995,000",09/04/2019,"$1,830,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020600674001"" target=""_blank"">Verified by Public Record</a>",01/30/2020,,,10013,,,Common Outdoor Space,1910,,5,,,
"30 5th Ave, Unit 10D",30 5th Ave,Greenwich Village,Manhattan,"$2,150,000",,5,2,2,1.5,1,1,,"$2,613","$2,613",,Co-op,,Co-op,Sold,12,01/08/2020,09/06/2019,"$2,195,000","$2,195,000",09/18/2019,"$2,150,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012200244001"" target=""_blank"">Verified by Public Record</a>",01/08/2020,,,10011,,,"Roof Deck
Common Roof Deck",1923,"Doorman, Full-Time Doorman",144,,,
"168 E 74th St, Unit 1A",168 E 74th St,Upper East Side,Manhattan,"$1,999,900",,6,3,3,2.5,2,1,,"$3,357","$3,357",,Co-op,,Co-op,Sold,200,01/09/2020,04/18/2019,"$2,300,000","$2,195,000",11/05/2019,"$1,999,900","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011500685001"" target=""_blank"">Verified by Public Record</a>",01/09/2020,,,10021,,,,1926,"Doorman, Full-Time Doorman",31,,,
"2 5th Ave, Unit 6R",2 5th Ave,Greenwich Village,Manhattan,"$1,625,170",,4,1,1,1,1,,,"$1,941","$1,941",,Co-op,,Co-op,Sold,41,01/17/2020,11/08/2019,"$1,575,000","$1,575,000",12/19/2019,"$1,625,170","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012100871001"" target=""_blank"">Verified by Public Record</a>",01/17/2020,,,10011,,,Common Outdoor Space,1952,"Doorman, Full-Time Doorman, Concierge",343,,,
"391 Broadway, Unit PH",391 Broadway,TriBeCa,Manhattan,"$4,700,000","$1,795",5,3,4,3.5,3,1,"2,618","$2,221","$6,225","$4,004",Condo,,Condo,Sold,59,11/12/2019,09/10/2019,"$4,995,000","$4,995,000",11/08/2019,"$4,700,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021000176001"" target=""_blank"">Verified by Public Record</a>",02/03/2020,,,10013,,,Common Outdoor Space,1915,,4,,,
"142 W 82nd St, Unit 8",142 W 82nd St,Upper West Side,Manhattan,"$675,000",,4,1,1,1,1,,,"$1,321","$1,321",,Co-op,,Co-op,Sold,104,11/07/2019,07/26/2019,"$700,000","$675,000",11/07/2019,"$675,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021900547001"" target=""_blank"">Verified by Public Record</a>",02/05/2020,,,10024,,,,1900,,10,,,
"210 W 77th St, Unit 8E",Two Ten West 77,Upper West Side,Manhattan,"$4,625,000","$2,221",5,3,4,3.5,3,1,"2,082","$1,979","$6,153","$4,174",Condo,,Condo,Sold,101,11/12/2019,07/15/2019,"$4,950,000","$4,950,000",11/12/2019,"$4,625,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012300564001"" target=""_blank"">Verified by Public Record</a>",01/16/2020,,,10024,,,"Deck
Roof Deck
Common Roof Deck",2017,"Doorman, Full-Time Doorman, Concierge",25,,,
"36 Barrow St, Unit 3",36 Barrow St,West Village,Manhattan,"$575,000",,2,Studio,1,1,1,,,$920,$920,,Co-op,,Co-op,Sold,36,01/29/2020,12/03/2019,"$575,000","$575,000",01/08/2020,"$575,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021100924001"" target=""_blank"">Verified by Public Record</a>",01/28/2020,,,10014,,,,1910,,8,,,
"3 E 3rd St, Unit 2",3 E 3rd,East Village,Manhattan,"$4,300,000","$2,301",7,3,3,3,3,,"1,869","$1,157","$4,719","$3,562",Condo,,Condo,Sold,,12/02/2020,,,"$4,500,000",06/13/2019,"$4,300,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012100692001"" target=""_blank"">Verified by Public Record</a>",01/17/2020,,,10003,,,,2019,,5,,,
"35 Bethune St, Unit Maisonette D",Pickwick House,West Village,Manhattan,"$2,250,000","$1,212",6,3,3,2.5,2,1,"1,856","$1,274","$2,747","$1,473",,,Condo,Sold,163,01/06/2020,05/28/2019,"$2,650,000","$2,250,000",11/25/2019,"$2,250,000",Unverified,01/06/2020,,,10014,,,Common Outdoor Space,1886,,22,,,
"555 W 23rd St, Unit N7J",555 W 23,Chelsea,Manhattan,"$1,080,000",,3,1,1,1,1,,,$789,"$1,854","$1,065",Condo,,Condo,Sold,141,02/10/2020,07/08/2019,"$1,250,000","$1,099,000",11/26/2019,"$1,080,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021201217003"" target=""_blank"">Verified by Public Record</a>",02/10/2020,,,10011,,,"Common Roof Deck
Common Garden
Common Outdoor Space",2006,"Doorman, Full-Time Doorman, Concierge",338,,,
"210 E 15th St, Unit 12E",Parc Fifteen,Gramercy,Manhattan,"$547,500",,3,1,1,1,1,,,"$1,318","$1,318",,Co-op,,Co-op,Sold,77,01/19/2020,07/10/2019,"$600,000","$545,000",09/25/2019,"$547,500","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020013100057001"" target=""_blank"">Verified by Public Record</a>",01/17/2020,,,10003,,,"Roof Deck
Common Roof Deck",1963,Full-Time Doorman,188,,,
"30 W 60th St, Unit 15JK",30 W 60th St,Upper West Side,Manhattan,"$1,375,000",,4,2,2,2,2,,,"$2,593","$2,593",,,,Co-op,Sold,22,01/16/2020,09/12/2019,"$1,375,000","$1,495,000",10/04/2019,"$1,495,000",Unverified,01/14/2020,,,10023,,,,1957,Full-Time Doorman,608,,,
"295 Greenwich St, Unit 10B",Greenwich Court,TriBeCa,Manhattan,"$2,940,000","$1,475",6,3,3,3,3,,"1,993","$2,674","$4,996","$2,322",Condo,,Condo,Sold,109,01/27/2020,07/15/2019,"$3,595,000","$3,395,000",11/02/2019,"$2,940,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020301139001"" target=""_blank"">Verified by Public Record</a>",01/27/2020,,,10007,,,"Balcony
Deck
Roof Deck
Common Roof Deck
Common Garden
Common Outdoor Space",1987,"Doorman, Full-Time Doorman, Concierge",128,,,
"570 Broome St, Unit 3B",570 Broome,SoHo,Manhattan,"$1,250,000","$1,846",3,1,1,1,1,,677,$724,"$1,838","$1,114",Condo,,Condo,Sold,,01/08/2020,07/15/2019,"$1,350,000","$1,350,000",07/15/2019,"$1,250,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020010900442001"" target=""_blank"">Verified by Public Record</a>",01/07/2020,,,10013,,,"Common Garden
Common Outdoor Space",2019,Full-Time Doorman,54,,,
"254 Park Ave S, Unit 12P",254 PAS,Flatiron,Manhattan,"$1,300,000","$1,783",3,1,1,1,1,,729,$634,"$1,657","$1,023",Condo,,Condo,Sold,186,01/29/2020,04/21/2019,"$1,395,000","$1,200,000",10/25/2019,"$1,300,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012600062001"" target=""_blank"">Verified by Public Record</a>",01/14/2020,,,10010,,,Juliet Balcony,1913,"Doorman, Full-Time Doorman, Concierge",124,,,
"123 W 93rd St, Unit 4A",123 W 93rd St,Upper West Side,Manhattan,"$699,000",,3,1,1,1,1,,,"$1,501","$1,501",,,,Co-op,Sold,29,02/05/2020,10/02/2019,"$700,000","$699,000",11/01/2019,"$699,000",Unverified,02/05/2020,,,10025,,,,1926,"Doorman, Part-Time Doorman",90,,,
"57 Thompson St, Unit 4A",57 Thompson St,SoHo,Manhattan,"$625,000",,3,1,1,1,1,,,$900,$900,,Co-op,,Co-op,Sold,167,01/22/2020,05/30/2019,"$700,000","$649,000",11/14/2019,"$625,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012800417001"" target=""_blank"">Verified by Public Record</a>",01/21/2020,,,10012,,,,1920,,40,,,
"205 W End Ave, Unit 25W",Lincoln Towers,Upper West Side,Manhattan,"$710,000",,4,1,1,1,1,,,"$1,190","$1,190",,Co-op,,Co-op,Sold,50,11/15/2019,09/25/2019,"$685,000","$685,000",11/15/2019,"$710,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020701145001"" target=""_blank"">Verified by Public Record</a>",02/03/2020,,,10023,,,,1962,Full-Time Doorman,543,,,
"74 W 68th St, Unit 3B",74 W 68th St,Upper West Side,Manhattan,"$470,000","$1,011",2,Alcove,1,1,1,,465,"$1,104","$1,104",,Co-op,,Co-op,Sold,38,02/04/2020,09/19/2019,"$495,000","$495,000",10/28/2019,"$470,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021300876001"" target=""_blank"">Verified by Public Record</a>",02/03/2020,,,10023,,,,1924,,58,,,
"570 Broome St, Unit 22B",570 Broome,SoHo,Manhattan,"$2,875,000","$2,430",4,2,3,2.5,2,1,"1,183","$1,260","$3,199","$1,939",Condo,,Condo,Sold,2,01/14/2020,11/12/2019,"$3,190,000","$3,190,000",11/14/2019,"$2,875,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011700761006"" target=""_blank"">Verified by Public Record</a>",01/10/2020,,,10013,,,"Common Garden
Common Outdoor Space",2019,Full-Time Doorman,54,,,
"425 E 13th St, Unit 6P",The A Building,East Village,Manhattan,"$855,000","$1,282",3,1,1,1,1,,667,"$1,407","$2,292",$885,Condo,,Condo,Sold,308,02/04/2020,01/28/2019,"$1,095,000","$915,000",12/02/2019,"$855,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020301076001"" target=""_blank"">Verified by Public Record</a>",01/31/2020,,,10009,,,"Balcony
Common Roof Deck
Common Garden
Common Outdoor Space",2008,"Doorman, Full-Time Doorman, Concierge",84,,,
"3 Sheridan Sq, Unit 11N",3 Sheridan Sq,West Village,Manhattan,"$607,500","$1,215",2,Studio,1,1,1,,500,$789,$789,,Co-op,,Co-op,Sold,60,11/01/2019,06/28/2019,"$599,000","$599,000",11/01/2019,"$607,500","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012400779001"" target=""_blank"">Verified by Public Record</a>",01/21/2020,,,10014,,,"Common Roof Deck
Common Garden",1961,"Doorman, Full-Time Doorman",160,,,
"23 E 10th St, Unit 407",The Albert,Greenwich Village,Manhattan,"$1,100,000",,3,1,1,1,1,,,"$1,862","$1,862",,Co-op,,Co-op,Sold,171,01/16/2020,05/03/2019,"$1,250,000","$1,125,000",01/16/2020,"$1,100,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012900343001"" target=""_blank"">Verified by Public Record</a>",01/17/2020,,,10003,,,"Roof Deck
Common Roof Deck",1882,Full-Time Doorman,205,,,
"70 E 10th St, Unit 15T",Stewart House,Greenwich Village,Manhattan,"$1,066,300",$935,3,1,2,1.5,1,1,"1,140","$1,691","$1,691",,Co-op,,Co-op,Sold,69,01/03/2020,09/06/2019,"$1,125,000","$1,125,000",11/15/2019,"$1,066,300","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011000717001"" target=""_blank"">Verified by Public Record</a>",01/02/2020,,,10003,,,"Common Garden
Common Outdoor Space",1960,"Doorman, Full-Time Doorman, Concierge",360,,,
"165 W 18th St, Unit 7A",Slate Condominiums,Chelsea,Manhattan,"$2,280,000","$1,783",5,2,2,2,2,,"1,279","$2,062","$4,379","$2,317",Condo,,Condo,Sold,118,03/18/2020,06/20/2019,"$2,475,000","$2,350,000",10/16/2019,"$2,280,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012101076001"" target=""_blank"">Verified by Public Record</a>",01/09/2020,,,10011,,,"Balcony
Roof Deck
Common Garden
Common Outdoor Space",2006,"Doorman, Full-Time Doorman, Concierge",26,,,
"505 W 19th St, Unit 7A",505 West 19th,Chelsea,Manhattan,"$4,400,000","$2,052",6,2,3,3,3,,"2,144","$3,268","$8,088","$4,820",Condo,,Condo,Sold,581,01/29/2020,01/29/2018,"$6,200,000","$4,595,000",11/22/2019,"$4,400,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020400257001"" target=""_blank"">Verified by Public Record</a>",01/28/2020,,,10011,,,Roof Deck,2015,"Full-Time Doorman, Concierge",35,,,
"570 Broome St, Unit 15B",570 Broome,SoHo,Manhattan,"$3,153,750","$2,666",4,2,3,2.5,2,1,"1,183","$1,386","$3,521","$2,135",Condo,,Condo,Sold,,01/31/2020,07/15/2019,"$3,295,000","$3,150,000",07/15/2019,"$3,153,750","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021200337002"" target=""_blank"">Verified by Public Record</a>",01/31/2020,,,10013,,,"Private Terrace
Common Garden
Common Outdoor Space",2019,Full-Time Doorman,54,,,
"350 W 71st St, Unit 3F",350 West 71st Street,Upper West Side,Manhattan,"$1,710,000","$1,481",4,2,2,2,2,,"1,155","$1,183","$2,723","$1,540",Condo,,Condo,Sold,123,01/31/2020,07/15/2019,"$1,775,000","$1,775,000",11/15/2019,"$1,710,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020600893001"" target=""_blank"">Verified by Public Record</a>",01/31/2020,,,10023,,,"Roof Deck
Common Roof Deck
Barbecue Area",2019,"Full-Time Doorman, Concierge",38,,,
"655 6th Ave, Unit 5K",655 6th Ave,Chelsea,Manhattan,"$1,550,000","$1,575",2,1,2,1.5,1,1,984,"$1,175","$2,374","$1,199",Condo,,Condo,Sold,36,01/28/2020,10/16/2019,"$1,595,000","$1,595,000",11/22/2019,"$1,550,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012901048001"" target=""_blank"">Verified by Public Record</a>",01/27/2020,,,10011,,,"Common Roof Deck
Barbecue Area",1887,"Full-Time Doorman, Concierge",,,,
"407 Central Park W, Unit 4B",407 Central Park W,Upper West Side,Manhattan,"$730,000",$973,4,1,1,1,1,,750,"$1,477","$1,477",,Co-op,,Co-op,Sold,97,11/06/2019,07/31/2019,"$780,000","$750,000",11/06/2019,"$730,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020501131001"" target=""_blank"">Verified by Public Record</a>",01/23/2020,,,10025,,,,1900,,28,,,
"555 W End Ave, Unit Townhouse South",555 West End Avenue,Upper West Side,Manhattan,"$12,800,000","$2,611",7,5,6,5.5,5,1,"4,903","$5,395","$10,253","$4,858",,,Townhouse,Sold,41,01/02/2020,08/05/2019,"$12,800,000","$12,800,000",09/16/2019,"$12,800,000",Unverified,01/02/2020,,,10024,,"8,067 SF / 80.67' x 100'",Private Terrace,2019,Full-Time Doorman,13,,,
"570 Broome St, Unit 5A",570 Broome,SoHo,Manhattan,"$2,000,000","$1,757",4,2,2,2,2,,"1,138","$1,213","$3,080","$1,867",Condo,,Condo,Sold,,01/09/2020,07/15/2019,"$2,310,000","$2,310,000",07/15/2019,"$2,000,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011500030001"" target=""_blank"">Verified by Public Record</a>",01/08/2020,,,10013,,,"Common Garden
Common Outdoor Space",2019,Full-Time Doorman,54,,,
"61 W 62nd St, Unit 10K",The Harmony,Upper West Side,Manhattan,"$865,000",,3,1,1,1,1,,,"$1,613","$1,613",,Co-op,,Co-op,Sold,62,01/12/2020,08/19/2019,"$895,000","$895,000",10/21/2019,"$865,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020010701051001"" target=""_blank"">Verified by Public Record</a>",01/06/2020,,,10023,,,,1981,Full-Time Doorman,276,,,
"254 W 25th St, Unit 3D",254 W 25th St,Chelsea,Manhattan,"$680,000","$1,046",3,1,1,1,1,,650,"$1,092","$1,092",,Co-op,,Co-op,Sold,245,11/21/2019,02/12/2019,"$739,000","$739,000",11/21/2019,"$680,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020300200001"" target=""_blank"">Verified by Public Record</a>",01/30/2020,,,10001,,,"Roof Deck
Common Roof Deck
Common Outdoor Space",1925,,25,,,
"161 W 16th St, Unit 7C",161 W 16th St,Chelsea,Manhattan,"$505,000",,2,Studio,1,1,1,,,"$1,163","$1,163",,Co-op,,Co-op,Sold,125,12/05/2019,08/01/2019,"$625,000","$510,000",12/05/2019,"$505,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012801184001"" target=""_blank"">Verified by Public Record</a>",01/28/2020,,,10011,,,"Roof Deck
Common Roof Deck",1930,Full-Time Doorman,155,,,
"570 Broome St, Unit 22A",570 Broome,SoHo,Manhattan,"$3,180,000","$2,548",4,2,3,2.5,2,1,"1,248","$1,326","$3,368","$2,042",Condo,,Condo,Sold,,01/20/2020,07/15/2019,"$3,465,000","$3,465,000",07/15/2019,"$3,180,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012400634001"" target=""_blank"">Verified by Public Record</a>",01/16/2020,,,10013,,,"Common Garden
Common Outdoor Space",2019,Full-Time Doorman,54,,,
"245 W 104th St, Unit 3C",The Armstead,Upper West Side,Manhattan,"$1,100,000",,4,2,2,1.5,1,1,,"$1,887","$1,887",,Co-op,,Co-op,Sold,80,01/27/2020,07/15/2019,"$1,325,000","$1,325,000",10/03/2019,"$1,100,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012300650001"" target=""_blank"">Verified by Public Record</a>",01/23/2020,,,10025,,,"Deck
Common Roof Deck",1926,"Doorman, Full-Time Doorman",79,,,
"202 W 78th St, Unit 5W",202 W 78th St,Upper West Side,Manhattan,"$1,450,000","$1,208",2,2,1,1,1,,"1,200","$1,548","$1,548",,Co-op,,Co-op,Sold,42,03/18/2020,09/11/2019,"$1,495,000","$1,495,000",10/23/2019,"$1,450,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019123001442001"" target=""_blank"">Verified by Public Record</a>",01/13/2020,,,10024,,,Common Roof Deck,1895,,9,,,
"350 W 71st St, Unit 3A",350 West 71st Street,Upper West Side,Manhattan,"$1,815,000","$1,815",4,2,2,2,2,,"1,000","$1,024","$2,358","$1,334",,,Condo,Sold,,01/06/2020,07/15/2019,"$1,815,000","$1,815,000",07/15/2019,"$1,815,000",Unverified,01/06/2020,,,10023,,,Common Roof Deck,2019,"Full-Time Doorman, Concierge",38,,,
"4 W 21st St, Unit 17A",4W21,Flatiron,Manhattan,"$1,900,000",$841,6,3,3,2.5,2,1,"2,258",,"$5,950",,Co-op,,Co-op/Condop,Sold,97,01/31/2020,07/30/2019,"$2,250,000","$2,000,000",11/18/2019,"$1,900,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020600664001"" target=""_blank"">Verified by Public Record</a>",01/24/2020,,,10010,,,Common Outdoor Space,2006,"Full-Time Doorman, Concierge",56,,,
"45 W 11th St, Unit 1C",45 W 11th St,Greenwich Village,Manhattan,"$1,125,000",,3,2,1,1,1,,,"$1,364","$1,364",,Co-op,,Co-op,Sold,223,01/02/2020,05/17/2019,"$1,195,000","$1,150,000",,"$1,125,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020010300343001"" target=""_blank"">Verified by Public Record</a>",01/02/2020,,,10011,,,Common Roof Deck,1846,Part-Time Doorman,34,,,
"250 Mercer St, Unit D304",Mercer Square Owners Corp,Greenwich Village,Manhattan,"$1,200,000",,4,1,1,1,1,,,"$2,327","$2,327",,Co-op,,Co-op,Sold,64,02/05/2020,08/13/2019,"$1,275,000","$1,275,000",10/21/2019,"$1,200,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020701189001"" target=""_blank"">Verified by Public Record</a>",01/19/2020,,,10012,,,"Roof Deck
Common Roof Deck
Common Outdoor Space",1888,Full-Time Doorman,275,,,
"155 W 11th St, Unit 9A",The Greenwich Lane,West Village,Manhattan,"$16,300,000","$4,126",8,4,5,4.5,4,1,"3,951","$7,200","$14,170","$6,970",Condo,,Condo,Sold,112,05/20/2020,02/07/2019,"$18,250,000","$18,250,000",,"$16,300,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021900295003"" target=""_blank"">Verified by Public Record</a>",02/12/2020,,,10011,,,"Balcony
Common Garden
Common Outdoor Space",2013,"Full-Time Doorman, Concierge",82,,,
"345 E 73rd St, Unit 5F",345 E 73rd St,Upper East Side,Manhattan,"$635,000",,3,1,1,1,1,,,"$1,487","$1,487",,Co-op,,Co-op,Sold,98,02/03/2020,05/24/2019,"$649,000","$649,000",11/12/2019,"$635,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020700911001"" target=""_blank"">Verified by Public Record</a>",01/27/2020,,,10021,,,"Roof Deck
Common Roof Deck
Common Garden",1961,Full-Time Doorman,143,,,
"555 W End Ave, Unit 5W",555 West End Avenue,Upper West Side,Manhattan,"$8,300,000","$3,056",6,4,5,4.5,4,1,"2,716","$3,735","$7,099","$3,364",Condo,,Condo,Sold,,02/19/2020,,,"$8,600,000",07/15/2019,"$8,300,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021900157001"" target=""_blank"">Verified by Public Record</a>",02/06/2020,,,10024,,,,2019,Full-Time Doorman,13,,,
"64 MacDougal St, Unit 13",64 Macdougal St,SoHo,Manhattan,"$635,000",,3,1,1,1,1,,,$758,$758,,Co-op,,Co-op,Sold,30,02/06/2020,09/10/2019,"$635,000","$635,000",10/11/2019,"$635,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020022001194001"" target=""_blank"">Verified by Public Record</a>",02/06/2020,,,10012,,,Common Outdoor Space,1920,,23,,,
"133 E 15th St, Unit 3D",133 E 15th St,Gramercy,Manhattan,"$784,500",$981,3,1,,1.5,,,800,"$1,346","$1,346",,Co-op,,Co-op,Sold,60,01/24/2020,09/11/2019,"$799,000","$799,000",11/11/2019,"$784,500","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020013100981001"" target=""_blank"">Verified by Public Record</a>",01/31/2020,,,10003,,,,1900,,15,,,
"310 E 23rd St, Unit 11E",The Foundry,Gramercy,Manhattan,"$510,000",,2,Studio,1,1,1,,,"$1,334","$1,334",,Co-op,,Co-op/Condop,Sold,133,11/22/2019,07/11/2019,"$549,000","$529,000",11/22/2019,"$510,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020022600144001"" target=""_blank"">Verified by Public Record</a>",02/12/2020,,,10010,,,"Roof Deck
Common Roof Deck
Barbecue Area
Common Outdoor Space",1901,,134,,,
